Geography,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Annotation of Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Annotation of Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)
1400000US37071033312,"Census Tract 333.12, Gaston County, North Carolina",104750,null,11900,null
1400000US37071033313,"Census Tract 333.13, Gaston County, North Carolina",118075,null,12205,null
1400000US37071033400,"Census Tract 334, Gaston County, North Carolina",32195,null,4109,null
1400000US37071033501,"Census Tract 335.01, Gaston County, North Carolina",49208,null,6704,null
1400000US37071033502,"Census Tract 335.02, Gaston County, North Carolina",69185,null,12283,null
1400000US37073970100,"Census Tract 9701, Gates County, North Carolina",44817,null,8146,null
1400000US37073970200,"Census Tract 9702, Gates County, North Carolina",47228,null,9034,null
1400000US37073970300,"Census Tract 9703, Gates County, North Carolina",70625,null,14854,null
1400000US37075920100,"Census Tract 9201, Graham County, North Carolina",48913,null,9366,null
1400000US37075920200,"Census Tract 9202, Graham County, North Carolina",34588,null,8720,null
1400000US37075920300,"Census Tract 9203, Graham County, North Carolina",44472,null,8567,null
1400000US37077970101,"Census Tract 9701.01, Granville County, North Carolina",51979,null,16103,null
1400000US37077970102,"Census Tract 9701.02, Granville County, North Carolina",49722,null,11410,null
1400000US37077970200,"Census Tract 9702, Granville County, North Carolina",56540,null,11709,null
1400000US37077970300,"Census Tract 9703, Granville County, North Carolina",51032,null,3421,null
1400000US37077970400,"Census Tract 9704, Granville County, North Carolina",34799,null,17663,null
1400000US37077970500,"Census Tract 9705, Granville County, North Carolina",49719,null,11127,null
1400000US37077970601,"Census Tract 9706.01, Granville County, North Carolina",63125,null,26454,null
1400000US37077970604,"Census Tract 9706.04, Granville County, North Carolina",64551,null,18843,null
1400000US37077970605,"Census Tract 9706.05, Granville County, North Carolina",115029,null,25698,null
1400000US37077970606,"Census Tract 9706.06, Granville County, North Carolina",82685,null,11988,null
1400000US37077970607,"Census Tract 9706.07, Granville County, North Carolina",65361,null,7633,null
1400000US37077970701,"Census Tract 9707.01, Granville County, North Carolina",70568,null,10216,null
1400000US37077970702,"Census Tract 9707.02, Granville County, North Carolina",47331,null,17073,null
1400000US37077970703,"Census Tract 9707.03, Granville County, North Carolina",54028,null,19355,null
1400000US37077970704,"Census Tract 9707.04, Granville County, North Carolina",-,-,**,**
1400000US37079950101,"Census Tract 9501.01, Greene County, North Carolina",45469,null,8527,null
1400000US37079950102,"Census Tract 9501.02, Greene County, North Carolina",56250,null,14296,null
1400000US37079950200,"Census Tract 9502, Greene County, North Carolina",47674,null,8989,null
1400000US37079950301,"Census Tract 9503.01, Greene County, North Carolina",48431,null,3955,null
1400000US37079950302,"Census Tract 9503.02, Greene County, North Carolina",30926,null,11562,null
1400000US37081010100,"Census Tract 101, Guilford County, North Carolina",30804,null,18684,null
1400000US37081010200,"Census Tract 102, Guilford County, North Carolina",32353,null,15742,null
1400000US37081010300,"Census Tract 103, Guilford County, North Carolina",36084,null,3685,null
1400000US37081010401,"Census Tract 104.01, Guilford County, North Carolina",64091,null,8896,null
1400000US37081010403,"Census Tract 104.03, Guilford County, North Carolina",59091,null,16656,null
1400000US37081010404,"Census Tract 104.04, Guilford County, North Carolina",141667,null,25593,null
1400000US37081010500,"Census Tract 105, Guilford County, North Carolina",74375,null,21069,null
1400000US37081010601,"Census Tract 106.01, Guilford County, North Carolina",64194,null,4474,null
1400000US37081010602,"Census Tract 106.02, Guilford County, North Carolina",56755,null,16766,null
1400000US37081010701,"Census Tract 107.01, Guilford County, North Carolina",63710,null,30448,null
1400000US37081010702,"Census Tract 107.02, Guilford County, North Carolina",33594,null,13640,null
1400000US37081010800,"Census Tract 108, Guilford County, North Carolina",63578,null,7745,null
1400000US37081010900,"Census Tract 109, Guilford County, North Carolina",37311,null,10108,null
1400000US37081011000,"Census Tract 110, Guilford County, North Carolina",20508,null,5476,null
1400000US37081011101,"Census Tract 111.01, Guilford County, North Carolina",32528,null,5909,null
1400000US37081011102,"Census Tract 111.02, Guilford County, North Carolina",43357,null,6829,null
1400000US37081011201,"Census Tract 112.01, Guilford County, North Carolina",43428,null,14607,null
1400000US37081011202,"Census Tract 112.02, Guilford County, North Carolina",28000,null,19028,null
1400000US37081011300,"Census Tract 113, Guilford County, North Carolina",35000,null,15304,null
1400000US37081011400,"Census Tract 114, Guilford County, North Carolina",28095,null,7278,null
1400000US37081011500,"Census Tract 115, Guilford County, North Carolina",32769,null,5771,null
1400000US37081011601,"Census Tract 116.01, Guilford County, North Carolina",48306,null,3494,null
1400000US37081011602,"Census Tract 116.02, Guilford County, North Carolina",37188,null,10814,null
1400000US37081011904,"Census Tract 119.04, Guilford County, North Carolina",40067,null,11553,null
1400000US37081011905,"Census Tract 119.05, Guilford County, North Carolina",41688,null,4720,null
1400000US37081012503,"Census Tract 125.03, Guilford County, North Carolina",83365,null,19139,null
1400000US37081012504,"Census Tract 125.04, Guilford County, North Carolina",47804,null,10594,null
1400000US37081012505,"Census Tract 125.05, Guilford County, North Carolina",121894,null,10563,null
1400000US37081012508,"Census Tract 125.08, Guilford County, North Carolina",60417,null,16522,null
1400000US37081012509,"Census Tract 125.09, Guilford County, North Carolina",108523,null,14155,null
1400000US37081012510,"Census Tract 125.10, Guilford County, North Carolina",122159,null,55064,null
1400000US37081012511,"Census Tract 125.11, Guilford County, North Carolina",122234,null,13754,null
1400000US37081012604,"Census Tract 126.04, Guilford County, North Carolina",34589,null,5790,null
1400000US37081012607,"Census Tract 126.07, Guilford County, North Carolina",50833,null,27827,null
1400000US37081012608,"Census Tract 126.08, Guilford County, North Carolina",30040,null,2991,null
1400000US37081012610,"Census Tract 126.10, Guilford County, North Carolina",53900,null,11293,null
1400000US37081012611,"Census Tract 126.11, Guilford County, North Carolina",39574,null,11080,null
1400000US37081012612,"Census Tract 126.12, Guilford County, North Carolina",47065,null,13509,null
1400000US37081012617,"Census Tract 126.17, Guilford County, North Carolina",51944,null,9480,null
1400000US37081012618,"Census Tract 126.18, Guilford County, North Carolina",29484,null,5269,null
1400000US37081012619,"Census Tract 126.19, Guilford County, North Carolina",51522,null,11412,null
1400000US37081012620,"Census Tract 126.20, Guilford County, North Carolina",40302,null,7782,null
1400000US37081012621,"Census Tract 126.21, Guilford County, North Carolina",35745,null,22498,null
1400000US37081012703,"Census Tract 127.03, Guilford County, North Carolina",53875,null,33418,null
1400000US37081012704,"Census Tract 127.04, Guilford County, North Carolina",33208,null,13966,null
1400000US37081012705,"Census Tract 127.05, Guilford County, North Carolina",36107,null,5649,null
1400000US37081012706,"Census Tract 127.06, Guilford County, North Carolina",26038,null,3123,null
1400000US37081012707,"Census Tract 127.07, Guilford County, North Carolina",21503,null,8207,null
1400000US37081012803,"Census Tract 128.03, Guilford County, North Carolina",54147,null,13268,null
1400000US37081012804,"Census Tract 128.04, Guilford County, North Carolina",48944,null,12607,null
1400000US37081012805,"Census Tract 128.05, Guilford County, North Carolina",41811,null,3011,null
1400000US37081013601,"Census Tract 136.01, Guilford County, North Carolina",28421,null,8369,null
1400000US37081013602,"Census Tract 136.02, Guilford County, North Carolina",41607,null,6947,null
1400000US37081013700,"Census Tract 137, Guilford County, North Carolina",83167,null,33936,null
1400000US37081013800,"Census Tract 138, Guilford County, North Carolina",32597,null,6143,null
1400000US37081013900,"Census Tract 139, Guilford County, North Carolina",13899,null,11854,null
1400000US37081014000,"Census Tract 140, Guilford County, North Carolina",30591,null,4716,null
1400000US37081014200,"Census Tract 142, Guilford County, North Carolina",37644,null,9343,null
1400000US37081014300,"Census Tract 143, Guilford County, North Carolina",34366,null,4928,null
1400000US37081014406,"Census Tract 144.06, Guilford County, North Carolina",67981,null,28286,null
1400000US37081014407,"Census Tract 144.07, Guilford County, North Carolina",77670,null,18552,null
1400000US37081014408,"Census Tract 144.08, Guilford County, North Carolina",38482,null,13712,null
1400000US37081014409,"Census Tract 144.09, Guilford County, North Carolina",58214,null,14454,null
1400000US37081014410,"Census Tract 144.10, Guilford County, North Carolina",46250,null,8052,null
1400000US37081014411,"Census Tract 144.11, Guilford County, North Carolina",39592,null,6598,null
1400000US37081014412,"Census Tract 144.12, Guilford County, North Carolina",65271,null,17322,null
1400000US37081014501,"Census Tract 145.01, Guilford County, North Carolina",34448,null,10856,null
1400000US37081014502,"Census Tract 145.02, Guilford County, North Carolina",45247,null,8152,null
1400000US37081014503,"Census Tract 145.03, Guilford County, North Carolina",37393,null,7824,null
1400000US37081015100,"Census Tract 151, Guilford County, North Carolina",58927,null,8181,null
1400000US37081015201,"Census Tract 152.01, Guilford County, North Carolina",73484,null,26595,null
1400000US37081015202,"Census Tract 152.02, Guilford County, North Carolina",73699,null,16218,null
1400000US37081015301,"Census Tract 153.01, Guilford County, North Carolina",97407,null,16577,null
1400000US37081015302,"Census Tract 153.02, Guilford County, North Carolina",52356,null,15135,null
1400000US37081015401,"Census Tract 154.01, Guilford County, North Carolina",85915,null,7836,null
1400000US37081015402,"Census Tract 154.02, Guilford County, North Carolina",52278,null,13137,null
1400000US37081015500,"Census Tract 155, Guilford County, North Carolina",49507,null,17220,null
1400000US37081015601,"Census Tract 156.01, Guilford County, North Carolina",150375,null,25157,null
1400000US37081015602,"Census Tract 156.02, Guilford County, North Carolina",98816,null,28086,null
1400000US37081015703,"Census Tract 157.03, Guilford County, North Carolina",71625,null,16183,null
1400000US37081015704,"Census Tract 157.04, Guilford County, North Carolina",72677,null,6668,null
1400000US37081015705,"Census Tract 157.05, Guilford County, North Carolina",44683,null,4166,null
1400000US37081015706,"Census Tract 157.06, Guilford County, North Carolina",106322,null,22699,null
1400000US37081015707,"Census Tract 157.07, Guilford County, North Carolina",89500,null,15287,null
1400000US37081015800,"Census Tract 158, Guilford County, North Carolina",134107,null,29193,null
1400000US37081015901,"Census Tract 159.01, Guilford County, North Carolina",96413,null,20295,null
1400000US37081015902,"Census Tract 159.02, Guilford County, North Carolina",138962,null,13092,null
1400000US37081016003,"Census Tract 160.03, Guilford County, North Carolina",111364,null,14649,null
1400000US37081016005,"Census Tract 160.05, Guilford County, North Carolina",108265,null,7839,null
1400000US37081016006,"Census Tract 160.06, Guilford County, North Carolina",88000,null,17183,null
1400000US37081016007,"Census Tract 160.07, Guilford County, North Carolina",63860,null,14566,null
1400000US37081016008,"Census Tract 160.08, Guilford County, North Carolina",91157,null,6981,null
1400000US37081016009,"Census Tract 160.09, Guilford County, North Carolina",94010,null,14050,null
1400000US37081016010,"Census Tract 160.10, Guilford County, North Carolina",52330,null,12735,null
1400000US37081016011,"Census Tract 160.11, Guilford County, North Carolina",37169,null,11819,null
1400000US37081016101,"Census Tract 161.01, Guilford County, North Carolina",47292,null,26695,null
1400000US37081016102,"Census Tract 161.02, Guilford County, North Carolina",38839,null,7551,null
1400000US37081016103,"Census Tract 161.03, Guilford County, North Carolina",48443,null,10066,null
1400000US37081016201,"Census Tract 162.01, Guilford County, North Carolina",106310,null,14423,null
1400000US37081016203,"Census Tract 162.03, Guilford County, North Carolina",79507,null,11311,null
1400000US37081016204,"Census Tract 162.04, Guilford County, North Carolina",110655,null,16239,null
1400000US37081016205,"Census Tract 162.05, Guilford County, North Carolina",91367,null,16866,null
1400000US37081016303,"Census Tract 163.03, Guilford County, North Carolina",76292,null,17091,null
1400000US37081016304,"Census Tract 163.04, Guilford County, North Carolina",103344,null,19479,null
1400000US37081016305,"Census Tract 163.05, Guilford County, North Carolina",83519,null,14101,null
1400000US37081016306,"Census Tract 163.06, Guilford County, North Carolina",49077,null,14916,null
1400000US37081016405,"Census Tract 164.05, Guilford County, North Carolina",42091,null,8453,null
1400000US37081016406,"Census Tract 164.06, Guilford County, North Carolina",72588,null,9451,null
1400000US37081016407,"Census Tract 164.07, Guilford County, North Carolina",99433,null,8728,null
